"SourceKey","NewsSource","Headline"
13063,"newsy.com","Chinas Launch Of Mars Probe Stirs New Generation Space Race With US"
13064,"newsy.com","With 100 Days Until Election Biden Has Widening Lead Over President"
13065,"newsy.com","House Votes To Repeal Controversial Trump Administration Travel Ban"
13066,"newsy.com","China Sheltering Fugitive Scientist In California Consulate"
13067,"newsy.com","Birx Tells 11 Cities To Take Aggressive Action Against Virus"
13068,"newsy.com","Tear Gas Use Was Limited In Portland Then Federal Agents Showed Up"
13069,"newsy.com","Weekly Unemployment Claims Report Shows First Increase In Four Months"
13070,"newsy.com","Face Mask Rule Takes Effect In Australias Second-Largest City"
13071,"newsy.com","Portland Mayor Tear Gassed By Federal Agents During Protests"
13072,"newsy.com","Pandemic Parenting How Do I Monitor My Kids Mental Health?"
13073,"newsy.com","Senate Republicans Set To Unveil Their Next Stimulus Proposal"
13074,"newsy.com","Pres Trump Says Federal Agents Will Head To Chicago Albuquerque"
13075,"newsy.com","Canadian Court Rules Asylum Agreement With US Invalid"
13076,"newsy.com","NFL Requiring Fans To Wear Face Coverings At Games"
13077,"newsy.com","Hunger Strikers Want Officers Involved In Breonna Taylors Death Fired"
13078,"newsy.com","Widespread Disagreement On Capitol Hill Over COVID-19 Relief Package"
13079,"newsy.com","NAACP Sues Betsy DeVos Over COVID-19 School Aid"
13080,"newsy.com","Reports NFL Cancels 2020 Preseason"
13081,"newsy.com","Extremism Experts Fear Violence Will Mar November Election"
13082,"newsy.com","US Home Sales See Record Jump In June After 3-Month Decline"
13083,"newsy.com","UK Announces New Option For Certain Hong Kong Passport Holders"
13084,"newsy.com","Toronto Blue Jays Still Dont Have A Site For 2020 Season Home Games"
13085,"newsy.com","Anti-Asian Incidents Are Reportedly Rising Amid The Pandemic"
13086,"newsy.com","Trials Of Emergency COVID-19 Vaccine Begin In Hard-Hit Brazil"
13087,"newsy.com","Twitter Cracking Down On QAnon Conspiracy Theory Accounts"
13088,"newsy.com","US Agrees To Buy 100 Million Doses Of COVID-19 Vaccine"
13089,"newsy.com","Journalist Maria Ressa Pleads Not Guilty To Tax Evasion"
13090,"newsy.com","Bidens Relationship With Obama Will Likely Influence His VP Pick"
13091,"newsy.com","White House is Encouraging Pooled Testing But Will it Work?"
13092,"newsy.com","How One Alleged Fraudster Got Millions In Emergency PPP Loans"
13093,"newsy.com","Trump Admin Stands Firm In Sending Federal Agents To Portland"
13094,"newsy.com","US Orders China To Close Its Consulate In Houston"
13095,"newsy.com","15 Injured In Shooting Outside Funeral Home In Chicago"
13096,"newsy.com","Pandemic Parenting How Do I Teach My Kids Safe Habits?"
13097,"newsy.com","McConnell To Introduce GOP Stimulus Plan This Week"
13098,"newsy.com","Dollar Tree Now Only Requests That Customers Wear Masks"
13099,"newsy.com","Trump Memo Could Exclude Undocumented People From Apportionment Counts"
13100,"newsy.com","US Alleges 2 Chinese Hackers Targeted COVID-19 Research Other Info"
13101,"newsy.com","Walmart And Sams Club To Close Stores On Thanksgiving Day"
13102,"newsy.com","House Dems Argue Trump Admin Cant Be Trusted To Distribute Vaccine"
13103,"newsy.com","Former DHS Officials Blast Departments Show Of Force In Portland"
13104,"newsy.com","NASA Astronauts Carry Out 300th US Spacewalk"
13105,"newsy.com","LinkedIn Cuts Nearly 1000 Jobs Worldwide Due To Pandemic"
13106,"newsy.com","State Sen Nikema Williams Will Replace Lewis On November Ballot"
13107,"newsy.com","23 Attorneys General Sue Trump Administration Over Changes To ACA"
13108,"newsy.com","Alex Trebek Memoir Touches On Life Career And Cancer Diagnosis"
13109,"newsy.com","Biden Announces 775B Plan For Pre-K Child And Elder Care"
13110,"newsy.com","ACLU Chicago Police Union Clash On Reported Federal Agent Deployment"
13111,"newsy.com","DHS Expands What Info Agents Can Gather On Protesters"
13112,"newsy.com","Portland Protests Surge In Uproar Over Federal Officers On Streets"
13113,"newsy.com","Report Cites Russian Interference In Britain"
13114,"newsy.com","Missouri Woman Convinces Dictionary To Redefine Racism"
13115,"newsy.com","California High School Fall Sports Delayed Over COVID-19"
13116,"newsy.com","Major Networks Face More Financial Fallout If NFL Cancels Season"
13117,"newsy.com","European Union Reaches Deal On Budget And Virus Relief Package"
13118,"newsy.com","St Louis Couple Who Pointed Guns At Protesters Have Been Charged"
13119,"newsy.com","Florida Teachers Union Sues Governor Over School Reopenings"
13120,"newsy.com","Walt Disney World Updates Mask Requirements To Close Possible Loophole"
13121,"newsy.com","Trump Administration Sending Federal Agents To Chicago"
13122,"newsy.com","Almost 17000 Southwest Employees Accept Buyouts Or Extended Leave"
13123,"newsy.com","2 More Vaccines Show Promise As Global Race Grows Tense"
13124,"newsy.com","President Doubles Down On Sending Federal Officers To Major Cities"
13125,"newsy.com","Research Suggests Pregnant Women May Pass COVID-19 To Their Babies"
13126,"newsy.com","Thousands Walk Off Jobs To Protest Racial And Economic Inequality"
13127,"newsy.com","US Surgeon General Urges Americans To Wear Masks In Public"
13128,"newsy.com","Petition Demands Trader Joes Change Racist Branding And Packaging"
13129,"newsy.com","US Sanctions Chechen Leader Over Human Rights Violations"
13130,"newsy.com","Surprise Hurdles Slowed The Last Big Vaccine Race"
13131,"newsy.com","UK Suspends Extradition Treaty With Hong Kong Over New Security Law"
13132,"newsy.com","US District Judges Son Killed Husband Injured In Home Shooting"
13133,"newsy.com","United Arab Emirates Launches First Spacecraft To Mars"
13134,"newsy.com","Democrats Push To Pass Voting Rights Act In Honor Of John Lewis"
13135,"newsy.com","600 Additional Virus Aid To End For Unemployed"
13136,"conservativereview.com","Horowitz Florida man accused of murdering 3 best friends on fishing trip had 230 prior felony charges"
13137,"conservativereview.com","Horowitz Exposing the maskerade The questions every American should be asking about indefinite mask mandates"
13138,"conservativereview.com","President Trump cancels Republican National Convention in Jacksonville"
13139,"conservativereview.com","Horowitz How to organize for liberty and sanity at the local level"
13140,"conservativereview.com","Horowitz Republicans agree to throw money at states shutting down our lives and promoting rioting"
13141,"conservativereview.com","Horowitz Illegal alien/DACA recipient released after assault and DUIs in Texas accused of killing 3 retired cops in DUI crash"
13142,"conservativereview.com","Horowitz Trump needs to provide a bolder contrast to coronavirus fascism"
13143,"conservativereview.com","Horowitz The Chicago funeral shooting shows yet again how black lives dont matter to politicians"
13144,"conservativereview.com","Horowitz Comparing Europe to the US the evidence is clear Lockdowns dont work"
13145,"conservativereview.com","Horowitz Fighting crime and anarchy is Trumps ticket to re-election"
